FECDETALLE,CODIGO_SAP,TALLA,COLORES,MODELO,TIPO,PROM_FLG_DEPARTAMENTO_1_4_U3M_M2,TOT_PRECIO_CDESC_M0,TOT_PRECIO_M0,PROM_FLG_SUBCANAL_1_1_U3M_M1,PROM_FLG_DEPARTAMENTO_1_4_U3M_M1,PROM_FLG_SUBCANAL_1_1_U3M_M2,CLASS
201601,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,39.6,51.88,53.58,8,28.8,7,15
201602,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,28.8,21.168,21.6,30,99,8,23
201603,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,99,22.878,23.31,33,108,30,46
201604,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,108,32.53,34.23,32,108,33,25
201605,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,108,197.228,203.39,10,32.4,32,134
201606,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,32.4,206.9922,208.7032,7,21.6,10,92
201607,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,21.6,180.6704,181.6144,19,21.6,7,88
201608,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,21.6,192.253,194.141,26,43.2,19,270
201609,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,43.2,178.5164,180.4044,40,68.8,26,72
201610,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,68.8,188.95824,190.66924,34,80.6,40,109
201611,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,80.6,129.9702,130.4422,29,94.4,34,168
201612,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,94.4,102.8296,103.5966,29,141.6,29,90
201701,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,141.6,5.9,5.9,28,173.0666667,29,6
201702,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,173.0666667,13.01,13.01,47,208.4666667,28,12
201703,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,208.4666667,17.228,17.7,36,149.4666667,47,30
201704,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,149.4666667,83.4344,83.4344,44,186.8333333,36,27
201705,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,186.8333333,124.09124,125.03524,24,127.8333333,44,218
201706,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,127.8333333,376.259,376.731,19,104.2333333,24,209
201707,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,104.2333333,224.21944,226.10744,10,59,19,122
201708,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,59,200.90338,201.84738,11,64.9,10,99
201709,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,64.9,151.34,153.7,22,118,11,142
201710,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,118,236.4676,236.4676,25,123.9,22,102
201711,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,123.9,219.5706,220.9866,37,180.9333333,25,91
201712,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,180.9333333,189.4624,189.9344,36,157.1660933,37,52
201801,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,157.1660933,102.192,104.08,35,151.2660933,36,40
201802,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,151.2660933,98.916,100.45,44,198.4660933,35,98
201803,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,198.4660933,97.645,100.3,47,210.4333333,44,383
201804,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,210.4333333,179.588,180.1,46,186.8333333,47,96
201805,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,186.8333333,279.49136,279.49136,27,88.5,46,95
201806,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,88.5,171.37449,172.39849,32,105.02,27,488
201807,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,105.02,243.918,244.43,35,128.62,32,120
201808,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,128.62,196.4844,196.8044,45,207.42,35,73
201809,10CLPY-2000XL0-SC001,XL,COGNAC,PTY,CPT,207.42,6.4,6.4,35,189,45,3
201501,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,,9.4151,10.93,,,,1
201504,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,,4.9,4.9,,,,3
201505,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,,5.4,5.4,0,0,,2
201506,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,16.2,16.2,0,0,0,14
201509,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,14.7,21.168,21.6,2,12.75,3,13
201510,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,12.75,10.8,10.8,3,19.3,2,15
201512,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,21.6,5.47005,12.63,6,32.4,4,1
201602,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,5.4,5.4,9,40.5,4,3
201605,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,40.5,11.8,11.8,0,0,7,6
201606,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,14.03056,14.50256,1,8.1,0,39
201607,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,8.1,16.8322,16.8322,3,16.2,1,2
201608,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,16.2,11.8,11.8,3,16.2,3,6
201609,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,16.2,5.9,5.9,0,0,3,3
201611,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,11.328,11.8,0,0,0,66
201612,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,11.8,11.8,1,5.9,0,4
201703,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,17.7,5.428,5.9,4,8.85,3,36
201705,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,11.8,17.228,17.7,5,11.8,5,23
201706,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,11.8,23.128,23.6,4,23.6,5,62
201707,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,23.6,17.7,17.7,0,0,4,18
201708,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,17.228,17.7,0,0,0,18
201709,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,0,11.328,11.8,8,50.15,0,37
201710,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,50.15,17.7,17.7,17,103.25,8,18
201711,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,103.25,17.7,17.7,15,92.43333333,17,16
201801,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,59,10.856,11.8,4,25.56666667,10,4
201802,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,25.56666667,16.933,17.7,6,25.56666667,4,20
201803,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,25.56666667,11.8,11.8,11,33.43333333,6,8
201804,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,33.43333333,12.8,12.8,17,47.2,11,18
201805,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,47.2,6.4,6.4,8,11.8,17,6
201806,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,11.8,25.088,25.6,9,52.215,8,128
201807,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,52.215,25.088,25.6,6,34.81,9,18
201808,10CLPY-2000XL0-SC002,XL,CHAMPAGNE,PTY,CPT,34.81,30.1322,30.1322,12,73.21,6,8
201501,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,,4.508,4.9,,,,1
201502,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,,4.9,4.9,,,,6
201503,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,,9.408,9.8,,,,24
201504,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,,29.4,29.4,,,,27
201505,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,,35.4151,36.93,1,0,,18
201506,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,0,42.596,46.86,3,14.7,1,59
201507,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,14.7,15.768,16.2,6,29.4,3,52
201508,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,29.4,37.358,41.46,13,29.4,6,17
201509,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,29.4,58.926,64.89,11,23.2,13,16
201510,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,23.2,64.066,66.63,7,3.6,11,102
201511,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,3.6,5.4,5.4,0,3.6,7,2
201512,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,3.6,21.168,21.6,4,0,0,19
201602,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,0,5.4,5.4,12,10.8,6,3
201603,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,10.8,4.968,5.4,7,10.8,12,12
201604,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,10.8,16.2,16.2,6,10.8,7,12
201605,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,10.8,74.193,78.36,0,0,6,51
201606,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,0,40.356,41.3,1,8.1,0,35
201607,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,8.1,40.4322,40.4322,7,8.1,1,21
201608,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,8.1,29.028,29.5,9,10.8,7,72
201609,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,10.8,11.8,11.8,16,29,9,15
201610,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,29,17.7,17.7,17,29,16,21
201611,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,29,28.1602,28.6322,14,23.6,17,69
201612,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,23.6,5.9,5.9,7,5.9,14,12
201701,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,5.9,17.228,17.7,6,5.9,7,10
201702,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,5.9,11.505,11.8,11,41.3,6,6
201703,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,41.3,5.9,5.9,10,35.4,11,2
201704,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,35.4,39.9602,40.4322,10,59,10,25
201705,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,59,28.556,29.5,5,29.5,10,67
201706,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,29.5,29.028,29.5,7,35.4,5,28
201707,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,35.4,5.9,5.9,3,11.8,7,12
201708,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,11.8,28.1602,28.6322,3,11.8,3,10
201709,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,11.8,44.9162,46.3322,2,9.833333333,3,17
201710,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,9.833333333,34.5322,34.5322,6,37.36666667,2,29
201711,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,37.36666667,11.505,11.8,9,55.06666667,6,8
201712,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,55.06666667,11.8,11.8,11,62.93333333,9,9
201801,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,62.93333333,43.9722,46.3322,9,47.2,11,26
201802,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,47.2,46.433,47.2,10,47.2,9,48
201803,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,47.2,41.3,41.3,10,39.33333333,10,22
201804,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,39.33333333,59.90042,60.41242,10,33.43333333,10,35
201805,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,33.43333333,62.1322,62.1322,8,21.63333333,10,28
201806,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,21.63333333,44.8,44.8,15,53.1,8,23
201807,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,53.1,38.22712,38.22712,14,59,15,16
201808,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,59,34.0572,34.0572,18,72.8,14,17
201809,10CLPY-2000XL0-SC003,XL,HUMO,PTY,CPT,72.8,12.63,12.63,10,50.2,18,1
201501,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,,24.85337,22.39,,,,3
201502,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,,4.9,4.9,,,,6
201503,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,,4.508,4.9,,,,24
201504,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,,53.0251,55.03,,,,42
201505,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,,39.9302,42.96,1,0,,15
201506,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,0,63.2431,68.59,3,14.7,1,66
201507,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,14.7,110.98612,124.64,2,9.8,3,22
201508,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,9.8,96.846,106.48,6,9.8,2,56
201509,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,9.8,78.96,86.49,4,6.738366667,6,56
201510,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,6.738366667,31.968,32.4,5,12.13836667,4,89
201511,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,12.13836667,21.46,23.43,1,12.13836667,5,8
201512,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,12.13836667,42.336,43.2,5,7.2,1,32
201601,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,7.2,10.87005,18.03,10,1.8,5,4
201602,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,1.8,16.33,18.03,16,34.2,10,4
201603,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,34.2,15.768,16.2,12,32.4,16,20
201604,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,32.4,10.8,10.8,7,32.4,12,18
201605,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,32.4,51.463,53.93,2,0,7,37
201606,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,0,73.1772,75.8322,2,5.4,2,49
201607,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,5.4,45.8602,46.3322,8,5.4,2,27
201608,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,5.4,50.1254,51.3644,13,5.4,8,64
201609,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,5.4,44.9162,46.3322,16,11.8,13,29
201610,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,11.8,46.433,47.2,14,11.8,16,48
201611,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,11.8,40.76874,42.18474,13,23.6,14,128
201612,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,23.6,17.7,17.7,13,23.6,13,20
201701,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,23.6,5.9,5.9,12,41.3,13,1
201702,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,41.3,11.505,11.8,16,53.1,12,6
201703,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,53.1,10.9322,10.9322,13,41.3,16,1
201704,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,41.3,50.4966,50.4966,16,62.93333333,13,9
201705,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,62.93333333,114.82724,116.71524,7,39.33333333,16,246
201706,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,39.33333333,74.6694,74.9644,8,45.23333333,7,72
201707,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,45.23333333,72.8576,74.0966,2,5.9,8,112
201708,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,5.9,63.5602,64.0322,3,5.9,2,35
201709,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,5.9,88.645,90.061,24,123.9,3,25
201710,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,123.9,41.31694,41.31694,32,167.1666667,24,12
201711,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,167.1666667,34.456,35.4,33,167.1666667,32,30
201712,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,167.1666667,34.456,35.4,17,55.06666667,33,74
201801,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,55.06666667,33.984,35.4,16,35.4,17,26
201802,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,35.4,40.828,41.3,18,41.3,16,54
201803,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,41.3,40.828,41.3,18,60.96666667,18,153
201804,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,60.96666667,47.8863,48.3983,15,43.26666667,18,45
201805,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,43.26666667,127.7254,127.7254,18,55.06666667,15,37
201806,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,55.06666667,132.29633,133.32033,19,70.8,18,395
201807,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,70.8,120.74712,120.74712,19,88.5,19,51
201808,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,88.5,105.4924,106.0044,23,130.5333333,19,61
201809,10CLPY-2000XL0-SC004,XL,GRAFITO,PTY,CPT,130.5333333,6.4,6.4,22,108.9333333,23,3
201501,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,,19.208,19.6,,,,15
201502,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,,57.57827,55.56,,,,43
201503,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,,164.90354,160.72,,,,265
201504,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,,212.19127,215.95,,,,190
201505,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,,333.77412,370.42,8,29.4,,208
201506,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,29.4,663.77142,725.66,17,36.75,8,431
201507,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,36.75,599.7813,666.85,28,53.9,17,252
201508,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,53.9,662.3771,730.95,51,112.7,28,250
201509,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,112.7,810.0871,859.96,50,104.7383667,51,374
201510,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,104.7383667,910.3291,959.5,66,118.5383667,50,636
201511,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,118.5383667,845.68004,929.21,58,103.9383667,66,325
201512,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,103.9383667,564.20201,638.94,67,120.6,58,396
201601,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,120.6,163.6641,186.54,55,109.8,67,72
201602,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,109.8,106.09,115.05,68,185.4,55,88
201603,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,185.4,77.51856,79.11,75,216,68,72
201604,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,216,233.23,250.23,61,183.6,75,122
201605,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,183.6,588.896,635.29,35,70.2,61,322
201606,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,70.2,900.1922,909.9272,17,48.6,35,590
201607,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,48.6,1012.95012,1017.96512,31,91.8,17,657
201608,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,91.8,543.0208,549.4518,59,108,31,613
201609,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,108,653.8645,659.0565,101,166.0666667,59,282
201610,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,166.0666667,792.00376,796.07476,112,146.4666667,101,377
201611,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,146.4666667,598.20482,604.81282,97,173.0666667,112,514
201612,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,173.0666667,256.1824,258.3654,67,141.6,97,367
201701,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,141.6,34.928,35.4,63,236,67,53
201702,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,236,47.0702,47.5422,102,247.8,63,39
201703,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,247.8,55.0568,55.5288,112,271.4,102,28
201704,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,271.4,392.42036,393.36436,123,350.0666667,112,153
201705,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,350.0666667,554.58434,559.77634,76,332.3666667,123,496
201706,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,332.3666667,1005.2702,1011.2292,58,285.1666667,76,708
201707,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,285.1666667,963.113,969.839,24,112.1,58,599
201708,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,112.1,713.0878,716.8638,34,129.8,24,348
201709,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,129.8,901.78864,907.92464,62,224.2,34,542
201710,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,224.2,685.99349,690.24149,81,230.1,62,444
201711,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,230.1,647.0838,652.5708,110,265.5,81,557
201712,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,265.5,635.2278,640.4198,95,184.8666667,110,352
201801,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,184.8666667,168.568,171.4,94,220.2666667,95,324
201802,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,220.2666667,134.89913,136.72813,90,291.0666667,94,210
201803,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,291.0666667,154.462,159.3,99,342.2,90,829
201804,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,342.2,490.1559,490.1559,103,342.2,99,231
201805,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,342.2,718.2914,719.8274,86,281.2333333,103,625
201806,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,281.2333333,785.99084,789.57484,101,339.84,86,1694
201807,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,339.84,806.06602,806.57802,93,357.54,101,347
201808,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,357.54,768.7764,771.1444,96,350.3066667,93,552
201809,10CLPY-2000XL0-SC005,XL,NEGRO,PTY,CPT,350.3066667,73.8344,73.8344,58,217,96,8
201501,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,,4.508,4.9,,,,1
201502,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,,9.4151,10.93,,,,1
201503,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,,9.016,9.8,,,,24
201504,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,,18.816,19.6,,,,11
201505,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,,47.928,51.76,1,0,,15
201506,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,48.558,54.09,0,0,1,9
201507,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,10.8,10.8,0,0,0,10
201508,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,86.478,97.38,2,0,0,28
201509,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,31.396,34.23,4,3.6,2,23
201510,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,3.6,47.996,52.26,4,3.6,4,84
201511,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,3.6,26.828,30.66,1,3.6,4,3
201512,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,3.6,38.88399,46.86,4,0,1,9
201602,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,5.4,5.4,8,0,8,3
201603,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,10.368,10.8,4,0,8,14
201604,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,38.06,41.46,0,0,4,14
201605,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,89.578,98.55,0,0,0,48
201606,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,50.8162,52.2322,1,8.1,0,21
201607,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,8.1,45.3882,46.3322,7,8.1,1,37
201608,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,8.1,34.0602,34.5322,9,10.8,7,18
201609,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,10.8,22.2602,22.7322,11,5.4,9,15
201610,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,5.4,56.91014,58.14914,9,5.4,11,55
201611,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,5.4,49.0806,50.4966,8,0,9,67
201612,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,5.9,5.9,6,0,8,3
201701,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,5.9,5.9,9,0,6,1
201702,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,5.605,5.9,7,0,9,3
201703,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,5.9,5.9,7,0,7,3
201704,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,36.68054,37.15254,4,5.9,7,24
201705,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,5.9,122.3094,123.7254,2,5.9,4,52
201706,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,5.9,129.1534,129.6254,2,5.9,2,53
201707,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,5.9,99.76452,101.65252,1,0,2,29
201708,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,0,89.9848,90.9288,3,11.8,1,33
201709,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,11.8,71.2646,74.0966,9,35.4,3,74
201710,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,35.4,11.328,11.8,13,41.3,9,5
201711,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,41.3,17.405,17.7,13,29.5,13,11
201712,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,29.5,23.6,23.6,12,9.833333333,13,14
201801,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,9.833333333,44.0484,45.4644,10,5.9,12,23
201802,10CLPY-2000XL0-SC007,XL,AZUL,PTY,CPT,5.9,11.505,11.8,7,5.9,10,12
