FECDETALLE,CODIGO_SAP,TALLA,COLORES,MODELO,TIPO,PROM_FLG_DEPARTAMENTO_1_4_U3M_M2,TOT_PRECIO_CDESC_M0,TOT_PRECIO_M0,PROM_FLG_SUBCANAL_1_1_U3M_M1,PROM_FLG_DEPARTAMENTO_1_4_U3M_M1,PROM_FLG_SUBCANAL_1_1_U3M_M2,CLASS
201608,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,81,142.8562,146.6322,88,113.4,47,195
201609,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,113.4,90.929,90.929,84,91.8,88,55
201610,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,91.8,130.7804,131.7244,67,116.9,84,111
201611,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,116.9,181.2882,182.2322,26,41.3,67,213
201612,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,41.3,129.0512,130.7622,39,100.3,26,132
201701,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,100.3,43.13,43.13,43,135.7,39,32
201702,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,135.7,59.748,60.22,43,153.4,43,96
201703,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,153.4,18.31,18.31,44,118,43,8
201704,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,118,52.156,53.1,46,88.5,44,120
201705,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,88.5,84.68908,86.10508,48,118,46,146
201706,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,118,74.8882,75.8322,50,208.4666667,48,85
201707,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,208.4666667,114.60182,116.48982,31,161.2666667,50,97
201708,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,161.2666667,126.5948,127.5388,32,149.4666667,31,78
201709,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,149.4666667,105.946,109.25,21,35.4,32,101
201710,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,35.4,139.89382,141.30982,39,106.2,21,134
201711,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,106.2,111.7842,113.6722,46,147.5,39,200
201712,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,147.5,121.8304,122.7744,43,151.4333333,46,93
201801,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,151.4333333,70.3462,71.7622,33,119.9666667,43,48
201802,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,119.9666667,76.032,77.92,29,72.76666667,33,124
201803,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,72.76666667,152.0412,153.7522,29,80.63333333,29,137
201804,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,80.63333333,157.47,157.47,35,78.66666667,29,61
201805,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,78.66666667,193.7102,194.2222,28,60.96666667,35,117
201806,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,60.96666667,189.46645,190.49045,32,84.56666667,28,353
201807,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,84.56666667,137.19558,137.70758,42,76.7,32,74
201808,10CLPY-1900SS0-SC040,S,VISON,PTY,SPT,76.7,93.86,93.86,42,103.3,42,64
201501,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,,140.69081,129.54,,,,91
201502,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,,160.506,161.29,,,,114
201503,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,,363.09654,357.1,,,,367
201504,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,,345.81883,332.97,,,,308
201505,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,,297.816,313.98,45,176.4,,184
201506,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,176.4,514.954,537.38,53,203.35,45,521
201507,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,203.35,623.23,644.82,91,320.1333333,53,528
201508,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,320.1333333,575.238,604.14,123,418.1333333,91,464
201509,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,418.1333333,838.2431,865.18,135,467.9666667,123,566
201510,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,467.9666667,794.89683,829.79,132,447.2,135,587
201511,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,447.2,837.5757,899.85,201,614.4,132,692
201512,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,614.4,730.3449,842.41,234,669.6,201,680
201601,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,669.6,196.106,200.37,265,780.14,234,93
201602,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,780.14,148.392,150.39,216,702.74,265,156
201603,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,702.74,180.722,185.85,230,727.94,216,185
201604,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,727.94,294.072,297.5,201,667.3383667,230,401
201605,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,667.3383667,594.197,628.3,136,431.5383667,201,390
201606,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,431.5383667,758.5114,764.6474,73,316.3383667,136,740
201607,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,316.3383667,713.0192,716.7952,57,198,73,602
201608,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,198,657.9522,662.4952,156,437.6666667,57,659
201609,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,437.6666667,535.6499,539.7209,190,428.4666667,156,475
201610,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,428.4666667,482.44331,484.15431,199,368.4666667,190,384
201611,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,368.4666667,408.85214,414.33914,130,153.4,199,531
201612,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,153.4,339.4504,342.7544,157,336.3,130,481
201701,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,336.3,66.808,67.28,153,371.7,157,74
201702,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,371.7,155.9024,158.7344,226,625.4,153,370
201703,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,625.4,99.1862,100.6022,201,558.11,226,98
201704,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,558.11,188.0129,188.4849,232,764.61,201,110
201705,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,764.61,401.3864,404.9854,142,554.1766667,232,334
201706,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,554.1766667,422.8402,425.0232,132,517.2333333,142,267
201707,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,517.2333333,583.6336,588.6486,76,275.3333333,132,670
201708,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,275.3333333,497.972,500.332,84,278.08,76,310
201709,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,278.08,389.64674,393.89474,83,173.8466667,84,490
201710,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,173.8466667,358.5216,361.1766,100,256.4466667,83,501
201711,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,256.4466667,409.3554,412.9544,169,316.6333333,100,608
201712,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,316.6333333,409.8888,413.4288,179,367.7666667,169,723
201801,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,367.7666667,108.954,110.37,174,336.3,179,156
201802,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,336.3,168.33,170.69,144,359.9,174,197
201803,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,359.9,248.2322,250.5922,140,405.1333333,144,528
201804,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,405.1333333,292.4422,292.4422,192,403.1666667,140,122
201805,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,403.1666667,434.9168,435.4288,164,255.6666667,192,296
201806,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,255.6666667,441.32526,442.34926,138,202.5666667,164,882
201807,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,202.5666667,303.87646,304.90046,95,206.5,138,256
201808,10CLPY-1900SS0-SC041,S,SMOKE,PTY,SPT,206.5,278.9,281.46,84,246.4,95,461
201501,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,,33.75027,29.38,,,,9
201502,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,,31.66054,22.92,,,,12
201503,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,,64.526,65.31,,,,95
201504,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,,78.81427,75.66,,,,118
201505,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,,112.7131,121.46,3,14.7,,102
201506,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,14.7,211.62212,228.11,4,7.35,3,112
201507,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,7.35,300.686,320.25,9,24.5,4,133
201508,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,24.5,67.6491,72.16,16,29.4,9,73
201509,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,29.4,239.41,248.37,20,29.4,16,197
201510,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,29.4,225.3362,241.13,20,12.93836667,20,173
201511,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,12.93836667,140.85197,161.46,20,13.93836667,20,113
201512,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,13.93836667,190.87689,249.15,19,19.33836667,20,188
201601,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,19.33836667,41.26,42.96,26,50.77,19,31
201602,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,50.77,36.504,37.8,29,81.37,26,70
201603,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,81.37,22.71,22.71,49,86.77,29,16
201604,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,86.77,113.768,117.6,39,63,49,89
201605,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,63,174.395,182.15,29,21.6,39,113
201606,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,21.6,154.2168,157.0488,10,43.2,29,122
201607,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,43.2,84.6576,85.8966,6,32.4,10,62
201608,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,32.4,120.6722,123.0322,18,32.4,6,151
201609,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,32.4,38.6966,38.6966,26,5.9,18,9
201610,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,5.9,83.5622,83.5622,35,17.7,26,43
201611,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,17.7,95.0282,95.9722,28,17.7,35,100
201612,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,17.7,65.8622,65.8622,25,47.2,28,40
201701,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,47.2,38.45,38.45,19,35.4,25,8
201702,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,35.4,29.028,29.5,25,47.2,19,43
201703,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,47.2,11.8,11.8,22,11.8,25,15
201704,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,11.8,23.6,23.6,28,29.5,22,24
201705,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,29.5,106.83816,107.31016,17,17.7,28,43
201706,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,17.7,79.5246,79.9966,14,47.2,17,36
201707,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,47.2,136.28398,137.69998,9,29.5,14,69
201708,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,29.5,110.59077,112.00677,13,29.5,9,66
201709,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,29.5,92.7262,94.1422,15,17.7,13,112
201710,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,17.7,63.1644,63.1644,21,17.7,15,30
201711,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,17.7,58.0124,58.4844,32,62.93333333,21,33
201712,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,62.93333333,73.5484,74.9644,30,51.13333333,32,55
201801,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,51.13333333,40.966,41.91,22,55.06666667,30,42
201802,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,55.06666667,41.438,41.91,12,21.63333333,22,55
201803,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,21.63333333,82.876,83.82,11,39.33333333,12,99
201804,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,39.33333333,143.85,143.85,13,47.2,11,51
201805,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,47.2,179.2244,179.2244,16,53.1,13,72
201806,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,53.1,139.1844,139.1844,17,35.4,16,54
201807,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,35.4,89.82312,90.84712,22,23.6,17,54
201808,10CLPY-1900SS0-SC045,S,BROWN,PTY,SPT,23.6,67.38,67.38,17,18.7,22,26
201501,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,,467.91732,445.02,,,,1531
201502,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,,335.08126,306.73,,,,587
201503,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,,476.33582,465.61,,,,1827
201504,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,,560.30281,542.88165,,,,1779
201505,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,,774.7992,843.96,513,950.6,,960
201506,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,950.6,951.7473,1013.37,387,761.95,513,2056
201507,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,761.95,1336.5871,1439.65,504,1174.366667,387,2195
201508,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1174.366667,1218.79655,1305.14,474,1218.466667,504,1696
201509,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1218.466667,1293.0056,1377.27,503,1278.305033,474,2420
201510,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1278.305033,1244.18924,1339.64994,410,1099.705033,503,2596
201511,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1099.705033,1332.97617,1483.45,541,1570.338367,410,3811
201512,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1570.338367,1428.2883,1740.67,638,1917,541,5864
201601,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1917,290.7481,318.78,715,2116.8,638,702
201602,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,2116.8,378.456,394.38,641,1881,715,922
201603,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1881,289.096,298.92,751,2098.8,641,663
201604,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,2098.8,644.91,665.07,710,1932.738367,751,2377
201605,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1932.738367,831.931,893.47,640,1795.938367,710,855
201606,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1795.938367,961.7004,976.4504,425,1477.338367,640,2252
201607,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1477.338367,882.2734,894.1914,380,1173.6,425,1714
201608,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1173.6,1036.6722,1048.1182,571,1264.6,380,2563
201609,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1264.6,892.8077,905.0207,602,1224.066667,571,1587
201610,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1224.066667,983.3278,990.1718,638,1324.866667,602,2071
201611,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1324.866667,1488.53764,1502.93364,370,975.4666667,638,2895
201612,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,975.4666667,1379.3126,1394.7706,427,1239,370,5886
201701,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1239,371.0012,371.4732,364,1311.766667,427,850
201702,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1311.766667,416.0616,424.0266,541,1756.233333,364,2289
201703,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1756.233333,198.3552,199.1222,595,1771.153333,541,234
201704,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1771.153333,442.66206,443.60606,746,2064.186667,595,578
201705,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,2064.186667,918.57228,929.84128,624,1851.786667,746,1409
201706,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1851.786667,765.1434,773.7574,505,1532.033333,624,1888
201707,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1532.033333,963.69028,975.54928,287,971.5333333,505,2869
201708,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,971.5333333,935.545,945.752,328,1065.933333,287,1605
201709,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1065.933333,1033.98822,1045.90622,307,940.0666667,328,3351
201710,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,940.0666667,1082.40782,1091.02182,384,1264.566667,307,4143
201711,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1264.566667,1269.8334,1284.4064,420,1113.133333,384,3464
201712,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1113.133333,1362.9408,1375.8618,491,1394.366667,420,4837
201801,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1394.366667,639.0026,644.761,551,1530.066667,491,1929
201802,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1530.066667,368.466,372.36,621,1746.4,551,1014
201803,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1746.4,620.3994,624.7654,723,1795.566667,621,3581
201804,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1795.566667,513.1932,513.1932,821,1616.6,723,517
201805,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1616.6,745.322,748.522,803,1461.233333,821,2842
201806,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1461.233333,763.91572,766.28372,659,1253.553333,803,1964
201807,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1253.553333,671.69872,673.36272,585,1243.72,659,1874
201808,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1243.72,893.4518,895.8198,432,1216.72,585,1705
201809,10CLPY-1900SS0-SC100,S,PIEL,PTY,SPT,1216.72,95.32,95.32,392,1143.753333,432,50
201501,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,,63.97627,60.39,,,,46
201502,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,,55.37654,47.42,,,,30
201503,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,,118.68454,111.12,,,,118
201504,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,,107.36227,104.56,,,,112
201505,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,,63.196,67.46,28,161.7,,42
201506,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,161.7,129.544,132.54,28,132.3,28,157
201507,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,132.3,97.306,100.14,48,209.0666667,28,75
201508,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,209.0666667,150.588,156.822,60,233.5666667,48,88
201509,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,233.5666667,171.5031,180.25,55,218.8666667,60,96
201510,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,218.8666667,175.6491,180.16,43,173.6,55,159
201511,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,173.6,182.294,187.26,40,165.4,43,191
201512,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,165.4,216.11093,232.81,52,185.4,40,445
201601,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,185.4,27,27,56,207,52,36
201602,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,207,64.368,64.8,53,180,56,120
201603,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,180,31.968,32.4,74,219.6,53,34
201604,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,219.6,125.966,128.53,79,219.6,74,139
201605,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,219.6,120.688,124.56,71,208.8,79,109
201606,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,208.8,168.9938,170.4098,53,234,71,75
201607,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,234,146.3814,147.3254,36,153,53,92
201608,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,153,211.1244,212.8354,64,211.2666667,36,222
201609,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,211.2666667,212.9432,214.6542,62,146.2,64,88
201610,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,146.2,224.53804,225.95404,59,141.8,62,151
201611,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,141.8,162.53734,163.48134,33,51.13333333,59,108
201612,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,51.13333333,228.96,231.32,43,129.8,33,320
201701,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,129.8,114.5288,114.5288,51,149.4666667,43,83
201702,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,149.4666667,69.384,70.8,73,249.7666667,51,94
201703,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,249.7666667,16.756,17.7,68,214.3666667,73,17
201704,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,214.3666667,64.9,64.9,83,265.5,68,50
201705,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,265.5,228.67978,230.56778,79,300.9,83,281
201706,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,300.9,121.9726,122.9166,72,265.5,79,140
201707,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,265.5,172.54514,175.84914,43,182.9,72,229
201708,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,182.9,205.701,208.061,26,88.5,43,146
201709,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,88.5,162.8566,165.2166,37,159.3,26,253
201710,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,159.3,224.29568,225.71168,46,188.8,37,188
201711,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,188.8,253.511,255.871,52,198.6333333,46,214
201712,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,198.6333333,227.96177,230.61677,55,212.4,52,486
201801,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,212.4,92.65,95.01,63,236,55,111
201802,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,236,125.8052,128.9322,78,322.5333333,63,219
201803,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,322.5333333,152.732,154.62,78,271.4,78,463
201804,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,271.4,82.2661,82.2661,107,363.8333333,78,70
201805,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,363.8333333,93.50218,93.50218,98,314.6666667,107,102
201806,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,314.6666667,142.05645,143.08045,96,302.8666667,98,562
201807,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,302.8666667,159.83512,160.66712,82,251.7333333,96,107
201808,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,251.7333333,108.46,108.46,71,244.3,82,89
201809,10CLPY-1900XL0-SC001,XL,COGÑAC,PTY,SPT,244.3,6.4,6.4,54,213.8666667,71,1
201503,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,,9.8,9.8,,,,21
201505,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,,10.8,10.8,,,,14
201506,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,,16.2,16.2,,,,19
201507,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,,29.7191,32.53,18,88.2,,22
201508,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,88.2,27,27,18,88.2,18,17
201509,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,88.2,32.4,32.4,15,76.5,18,36
201510,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,76.5,10.8,10.8,12,64.8,15,24
201512,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,64.8,5.4,5.4,15,64.8,15,6
201602,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,70.2,5.4,5.4,24,91.8,23,1
201604,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,105.3,16.7,16.7,15,81,30,12
201605,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,81,23.1,23.1,6,32.4,15,16
201606,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,32.4,23.6,23.6,3,16.2,6,5
201607,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,16.2,11.8,11.8,0,0,3,13
201608,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,0,23.6,23.6,4,0,0,23
201609,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,0,17.7,17.7,10,17.7,4,16
201610,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,17.7,5.9,5.9,7,11.8,10,12
201611,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,11.8,22.656,23.6,4,11.8,7,125
201612,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,11.8,23.6,23.6,6,35.4,4,22
201701,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,35.4,5.9,5.9,12,66.86666667,6,2
201702,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,66.86666667,11.328,11.8,16,90.46666667,12,36
201703,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,90.46666667,17.228,17.7,11,55.06666667,16,51
201704,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,55.06666667,5.428,5.9,8,35.4,11,12
201705,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,35.4,5.9,5.9,5,15.73333333,8,6
201706,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,15.73333333,5.9,5.9,7,39.33333333,5,3
201707,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,39.33333333,29.028,29.5,5,27.53333333,7,36
201708,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,27.53333333,5.9,5.9,4,23.6,5,1
201709,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,23.6,13.2,13.2,0,0,4,2
201710,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,0,23.6,23.6,0,0,0,21
201711,10CLPY-1900XL0-SC002,XL,CHAMPAGÑE,PTY,SPT,0,29.028,29.5,8,47.2,0,87
